,idx,YOUTUBE_AUTO_MOS,Depth,Detail_node
858,858,1,8,"['D 1 -> F_name: DTH  (F_Val: 41651.15809, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 275075468.5, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 630481.2, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 275075468.5, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 275075468.5, M_Val: 286500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 630481.2, M_Val: 500000) Branch: falseBranch']"
859,859,1,8,"['D 1 -> F_name: DTH  (F_Val: 41651.15809, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 275075468.5, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 630481.2, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 275075468.5, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 275075468.5, M_Val: 286500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 630481.2, M_Val: 500000) Branch: falseBranch']"
860,860,1,8,"['D 1 -> F_name: DTH  (F_Val: 41651.15809, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 275075468.5, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 630481.2, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 275075468.5, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 275075468.5, M_Val: 286500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 630481.2, M_Val: 500000) Branch: falseBranch']"
861,861,5,8,"['D 1 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 164122617.0, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 631450.04, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 164122617.0, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 631450.04, M_Val: 4000000) Branch: trueBranch']"
862,862,5,8,"['D 1 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 164122617.0, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 631450.04, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 164122617.0, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 631450.04, M_Val: 4000000) Branch: trueBranch']"
863,863,5,8,"['D 1 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 164122617.0, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 631450.04, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 164122617.0, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 631450.04, M_Val: 4000000) Branch: trueBranch']"
864,864,5,8,"['D 1 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 164122617.0, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 631450.04, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 164122617.0, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 631450.04, M_Val: 4000000) Branch: trueBranch']"
865,865,5,8,"['D 1 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 164122617.0, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 631450.04, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 164122617.0, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 631450.04, M_Val: 4000000) Branch: trueBranch']"
866,866,5,8,"['D 1 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 164122617.0, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 631450.04, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 164122617.0, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 631450.04, M_Val: 4000000) Branch: trueBranch']"
867,867,5,8,"['D 1 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 164122617.0, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 631450.04, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 164122617.0, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 631450.04, M_Val: 4000000) Branch: trueBranch']"
868,868,5,8,"['D 1 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 164122617.0, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 631450.04, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2263159.487, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 164122617.0, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 631450.04, M_Val: 4000000) Branch: trueBranch']"
869,869,5,8,"['D 1 -> F_name: DTH  (F_Val: 2096719.384, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 250468363.2, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2096719.384, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 794341.2, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2096719.384, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 250468363.2, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 794341.2, M_Val: 4000000) Branch: trueBranch']"
870,870,3,8,"['D 1 -> F_name: DTH  (F_Val: 855284.4522, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1205916119.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 9368314.04, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1205916119.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 855284.4522, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 9368314.04, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
871,871,3,8,"['D 1 -> F_name: DTH  (F_Val: 2647105.617, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 448550498.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 2926912.364, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 448550498.2, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2647105.617, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 2926912.364, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
872,872,3,8,"['D 1 -> F_name: DTH  (F_Val: 2647105.617, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 448550498.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 2926912.364, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 448550498.2, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2647105.617, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 2926912.364, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
873,873,3,8,"['D 1 -> F_name: DTH  (F_Val: 2005797.518, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2039347153.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4573450.863, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2039347153.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.05, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 4573450.863, M_Val: 77000000) Branch: trueBranch']"
874,874,3,8,"['D 1 -> F_name: DTH  (F_Val: 2005797.518, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2039347153.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4573450.863, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2039347153.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.05, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 4573450.863, M_Val: 77000000) Branch: trueBranch']"
875,875,3,8,"['D 1 -> F_name: DTH  (F_Val: 2005797.518, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2039347153.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4573450.863, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2039347153.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.05, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 4573450.863, M_Val: 77000000) Branch: trueBranch']"
876,876,3,8,"['D 1 -> F_name: DTH  (F_Val: 2095705.22, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 583738650.8, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 1159741.64, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 583738650.8, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2095705.22, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 1159741.64, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
877,877,3,8,"['D 1 -> F_name: DTH  (F_Val: 2230019.498, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 363536406.7, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 1935794.352, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 363536406.7, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2230019.498, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 1935794.352, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
878,878,3,8,"['D 1 -> F_name: DTH  (F_Val: 222305.1017, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1095871962.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 1776559.36, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1095871962.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 222305.1017, M_Val: 375000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 1776559.36, M_Val: 77000000) Branch: trueBranch']"
879,879,3,8,"['D 1 -> F_name: DTH  (F_Val: 222305.1017, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1095871962.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 1776559.36, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1095871962.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 222305.1017, M_Val: 375000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 1776559.36, M_Val: 77000000) Branch: trueBranch']"
880,880,3,8,"['D 1 -> F_name: DTH  (F_Val: 222305.1017, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1095871962.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 1776559.36, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1095871962.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 222305.1017, M_Val: 375000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 1776559.36, M_Val: 77000000) Branch: trueBranch']"
881,881,3,8,"['D 1 -> F_name: DTH  (F_Val: 300641.5296, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 436311635.3, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 1027049.22, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 436311635.3, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 300641.5296, M_Val: 375000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 1027049.22, M_Val: 77000000) Branch: trueBranch']"
882,882,3,8,"['D 1 -> F_name: DTH  (F_Val: 300641.5296, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 436311635.3, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 1027049.22, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 436311635.3, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 300641.5296, M_Val: 375000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 1027049.22, M_Val: 77000000) Branch: trueBranch']"
883,883,3,8,"['D 1 -> F_name: DTH  (F_Val: 300641.5296, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 436311635.3, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 1027049.22, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 436311635.3, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 300641.5296, M_Val: 375000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 1027049.22, M_Val: 77000000) Branch: trueBranch']"
884,884,1,8,"['D 1 -> F_name: DTH  (F_Val: 107654.3363, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 194244897.7, M_Val: 234500000) Branch: trueBranch', 'D 3 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 2158762.32, M_Val: 500000) Branch: falseBranch', 'D 5 -> F_name: UJ  (F_Val: 1987006.36, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.015) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 2158762.32, M_Val: 29000000) Branch: trueBranch']"
885,885,1,8,"['D 1 -> F_name: DTH  (F_Val: 107654.3363, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 194244897.7, M_Val: 234500000) Branch: trueBranch', 'D 3 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 2158762.32, M_Val: 500000) Branch: falseBranch', 'D 5 -> F_name: UJ  (F_Val: 1987006.36, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.015) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 2158762.32, M_Val: 29000000) Branch: trueBranch']"
886,886,1,8,"['D 1 -> F_name: DTH  (F_Val: 107654.3363, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 194244897.7, M_Val: 234500000) Branch: trueBranch', 'D 3 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 2158762.32, M_Val: 500000) Branch: falseBranch', 'D 5 -> F_name: UJ  (F_Val: 1987006.36, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.015) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 2158762.32, M_Val: 29000000) Branch: trueBranch']"
887,887,3,8,"['D 1 -> F_name: DTH  (F_Val: 981706.2351, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 559134256.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4657040.64, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 559134256.2, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 981706.2351, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 4657040.64, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
888,888,3,8,"['D 1 -> F_name: DTH  (F_Val: 981706.2351, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 559134256.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4657040.64, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 559134256.2, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 981706.2351, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 4657040.64, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
889,889,3,8,"['D 1 -> F_name: DTH  (F_Val: 981706.2351, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 559134256.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4657040.64, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 559134256.2, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 981706.2351, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 4657040.64, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
890,890,3,8,"['D 1 -> F_name: DTH  (F_Val: 981706.2351, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 559134256.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4657040.64, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 559134256.2, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 981706.2351, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 4657040.64, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
891,891,3,8,"['D 1 -> F_name: DTH  (F_Val: 981706.2351, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 559134256.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4657040.64, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 559134256.2, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 981706.2351, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 4657040.64, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
892,892,3,8,"['D 1 -> F_name: DTH  (F_Val: 591009.4706, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 185030306.9, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 591009.4706, M_Val: 750000) Branch: trueBranch', 'D 4 -> F_name: DTH  (F_Val: 591009.4706, M_Val: 375000) Branch: falseBranch', 'D 5 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 6 -> F_name: DJ  (F_Val: 1726230.38, M_Val: 77000000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 8 -> F_name: RTT  (F_Val: 185030306.9, M_Val: 7500000) Branch: falseBranch']"
