,idx,YOUTUBE_AUTO_MOS,Depth,Detail_node
30,30,5,8,"['D 1 -> F_name: DTH  (F_Val: 10005101.64, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 183562874.7, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 10005101.64, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.11, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 877432.6742, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 10005101.64, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 183562874.7, M_Val: 157500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 877432.6742, M_Val: 29000000) Branch: trueBranch']"
31,31,3,8,"['D 1 -> F_name: DTH  (F_Val: 611303.5777, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 819056555.9, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5565640.16, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 819056555.9, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 611303.5777, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 5565640.16, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
32,32,3,8,"['D 1 -> F_name: DTH  (F_Val: 2060552.369, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 387272411.3, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 1688884.48, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 387272411.3, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2060552.369, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 1688884.48, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
33,33,3,8,"['D 1 -> F_name: DTH  (F_Val: 2060552.369, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 387272411.3, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 1688884.48, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 387272411.3, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2060552.369, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 1688884.48, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
34,34,3,8,"['D 1 -> F_name: DTH  (F_Val: 2060552.369, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 387272411.3, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 1688884.48, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 387272411.3, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2060552.369, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 1688884.48, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
35,35,3,8,"['D 1 -> F_name: DTH  (F_Val: 2060552.369, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 387272411.3, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 1688884.48, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 387272411.3, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2060552.369, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 1688884.48, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
36,36,3,8,"['D 1 -> F_name: DTH  (F_Val: 2060552.369, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 387272411.3, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 1688884.48, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 387272411.3, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2060552.369, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 1688884.48, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
37,37,3,8,"['D 1 -> F_name: DTH  (F_Val: 2060552.369, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 387272411.3, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 1688884.48, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 387272411.3, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2060552.369, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 1688884.48, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
38,38,3,8,"['D 1 -> F_name: DTH  (F_Val: 2060552.369, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 387272411.3, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 1688884.48, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 387272411.3, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2060552.369, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 1688884.48, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
39,39,3,8,"['D 1 -> F_name: DTH  (F_Val: 1463208.824, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 869659386.1, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3920312.28, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 869659386.1, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1463208.824, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 3920312.28, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
40,40,3,8,"['D 1 -> F_name: DTH  (F_Val: 1463208.824, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 869659386.1, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3920312.28, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 869659386.1, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1463208.824, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 3920312.28, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
41,41,3,8,"['D 1 -> F_name: DTH  (F_Val: 1463208.824, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 869659386.1, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3920312.28, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 869659386.1, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1463208.824, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 3920312.28, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
42,42,5,8,"['D 1 -> F_name: DTH  (F_Val: 2345374.42, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 232638745.8, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2345374.42, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 900325.78, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2345374.42, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 232638745.8, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 900325.78, M_Val: 4000000) Branch: trueBranch']"
43,43,5,8,"['D 1 -> F_name: DTH  (F_Val: 2345374.42, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 232638745.8, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2345374.42, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 900325.78, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2345374.42, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 232638745.8, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 900325.78, M_Val: 4000000) Branch: trueBranch']"
44,44,1,8,"['D 1 -> F_name: DTH  (F_Val: 110344.9385, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 3303547790.0, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 11294340.32, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 3303547790.0, M_Val: 769000000) Branch: falseBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: UTH  (F_Val: 32443.88377, M_Val: 6000000) Branch: trueBranch']"
45,45,1,8,"['D 1 -> F_name: DTH  (F_Val: 110344.9385, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 3303547790.0, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 11294340.32, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 3303547790.0, M_Val: 769000000) Branch: falseBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: UTH  (F_Val: 32443.88377, M_Val: 6000000) Branch: trueBranch']"
46,46,1,8,"['D 1 -> F_name: DTH  (F_Val: 110344.9385, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 3303547790.0, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 11294340.32, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 3303547790.0, M_Val: 769000000) Branch: falseBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: UTH  (F_Val: 32443.88377, M_Val: 6000000) Branch: trueBranch']"
47,47,1,8,"['D 1 -> F_name: DTH  (F_Val: 110344.9385, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 3303547790.0, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 11294340.32, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 3303547790.0, M_Val: 769000000) Branch: falseBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: UTH  (F_Val: 32443.88377, M_Val: 6000000) Branch: trueBranch']"
48,48,1,8,"['D 1 -> F_name: DTH  (F_Val: 110344.9385, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 3303547790.0, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 11294340.32, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 3303547790.0, M_Val: 769000000) Branch: falseBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: UTH  (F_Val: 32443.88377, M_Val: 6000000) Branch: trueBranch']"
49,49,1,8,"['D 1 -> F_name: DTH  (F_Val: 110344.9385, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 3303547790.0, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 11294340.32, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 3303547790.0, M_Val: 769000000) Branch: falseBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: UTH  (F_Val: 32443.88377, M_Val: 6000000) Branch: trueBranch']"
50,50,1,8,"['D 1 -> F_name: DTH  (F_Val: 110344.9385, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 3303547790.0, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 11294340.32, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 3303547790.0, M_Val: 769000000) Branch: falseBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: UTH  (F_Val: 32443.88377, M_Val: 6000000) Branch: trueBranch']"
51,51,3,8,"['D 1 -> F_name: DTH  (F_Val: 298356.1398, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 711805320.8, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 11950090.68, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 711805320.8, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 298356.1398, M_Val: 375000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 11950090.68, M_Val: 77000000) Branch: trueBranch']"
52,52,3,8,"['D 1 -> F_name: DTH  (F_Val: 298356.1398, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 711805320.8, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 11950090.68, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 711805320.8, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 298356.1398, M_Val: 375000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 11950090.68, M_Val: 77000000) Branch: trueBranch']"
53,53,3,8,"['D 1 -> F_name: DTH  (F_Val: 298356.1398, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 711805320.8, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 11950090.68, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 711805320.8, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 298356.1398, M_Val: 375000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 11950090.68, M_Val: 77000000) Branch: trueBranch']"
54,54,3,8,"['D 1 -> F_name: DTH  (F_Val: 298356.1398, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 711805320.8, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 11950090.68, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 711805320.8, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 298356.1398, M_Val: 375000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 11950090.68, M_Val: 77000000) Branch: trueBranch']"
55,55,3,8,"['D 1 -> F_name: DTH  (F_Val: 298356.1398, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 711805320.8, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 11950090.68, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 711805320.8, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 298356.1398, M_Val: 375000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 11950090.68, M_Val: 77000000) Branch: trueBranch']"
56,56,3,8,"['D 1 -> F_name: DTH  (F_Val: 298356.1398, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 711805320.8, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 11950090.68, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 711805320.8, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 298356.1398, M_Val: 375000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 11950090.68, M_Val: 77000000) Branch: trueBranch']"
57,57,3,8,"['D 1 -> F_name: DTH  (F_Val: 298356.1398, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 711805320.8, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 11950090.68, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 711805320.8, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 298356.1398, M_Val: 375000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 11950090.68, M_Val: 77000000) Branch: trueBranch']"
58,58,3,8,"['D 1 -> F_name: DTH  (F_Val: 298356.1398, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 711805320.8, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 11950090.68, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 711805320.8, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 298356.1398, M_Val: 375000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 11950090.68, M_Val: 77000000) Branch: trueBranch']"
59,59,3,8,"['D 1 -> F_name: DTH  (F_Val: 1309149.946, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 691863236.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 6319718.08, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 691863236.2, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1309149.946, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 6319718.08, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
60,60,3,8,"['D 1 -> F_name: DTH  (F_Val: 1309149.946, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 691863236.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 6319718.08, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 691863236.2, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1309149.946, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 6319718.08, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
61,61,3,8,"['D 1 -> F_name: DTH  (F_Val: 1309149.946, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 691863236.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 6319718.08, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 691863236.2, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1309149.946, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 6319718.08, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
62,62,3,8,"['D 1 -> F_name: DTH  (F_Val: 1309149.946, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 691863236.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 6319718.08, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 691863236.2, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1309149.946, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 6319718.08, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
63,63,3,8,"['D 1 -> F_name: DTH  (F_Val: 846263.2752, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 602972744.7, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3300204.8, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 602972744.7, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 846263.2752, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 3300204.8, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
64,64,3,8,"['D 1 -> F_name: DTH  (F_Val: 846263.2752, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 602972744.7, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3300204.8, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 602972744.7, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 846263.2752, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 3300204.8, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
