,index,FEEDBACK_APP,FEEDBACK_VALUE,FEEDBACK_DATE,USER_ID,DATE,RTT,DL,UL,DJ,UJ,DTH,UTH,SKYPE___VOICE_CALL___MOS,YOUTUBE___VIDEO_PLAYBACK___P_720___MOS,NETWORK_CLASS,NETWORK_TYPE,MOBILE_GSM_CID,MOBILE_GSM_LAC,MOBILE_UMTS_PSC,MOBILE_OPERATOR,MOBILE_OPERATOR_COUNTRY_CODE,SIGNAL_STRENGTH_RSSI__dBm(0),SIGNAL_STRENGTH_LEVEL(0),IS_IN_AIRPLANE_MODE,IS_MOBILE_DATA_ENABLED,IS_ROAMING_DATA_ENABLED,IS_IN_NATIONAL_ROAMING,IS_IN_ROAMING,IS_WIFI_CONNECTED,SIGNAL_STRENGTH_RSSI__dBm(1),SIGNAL_STRENGTH_LEVEL(1),WIFI_SSID
1301,1963,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:13:14.201000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:11:25.374000,862245940.0,0.0,0.0,10869148.16,10358453.36,719244.8593,1734545.2,4.0,4.0,3G,HSPA,6719114.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1302,1964,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:13:18.140000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:11:25.374000,862245940.0,0.0,0.0,10869148.16,10358453.36,719244.8593,1734545.2,4.0,4.0,3G,HSPA,6719114.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1303,1965,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:13:26.070000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1304,1966,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:13:54.073000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-08-06 12:14:02.204000,124811583.5,0.01,0.0,449838.0404,1598156.44,2618688.526,9398787.97,5.0,5.0,4G,LTE,313346.0,11203.0,-1.0,63601.0,et,-101.0,4.0,False,False,False,False,False,False,inf,2147483647.0,0x
1305,1967,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:13:31.209000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1306,1968,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:13:34.776000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1307,1969,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:13:59.364000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-08-06 12:14:02.204000,124811583.5,0.01,0.0,449838.0404,1598156.44,2618688.526,9398787.97,5.0,5.0,4G,LTE,313346.0,11203.0,-1.0,63601.0,et,-101.0,4.0,False,False,False,False,False,False,inf,2147483647.0,0x
1308,1970,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:13:45.850000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1309,1971,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:13:49.823000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1310,1972,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:14:08.024000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-08-06 12:14:02.204000,124811583.5,0.01,0.0,449838.0404,1598156.44,2618688.526,9398787.97,5.0,5.0,4G,LTE,313346.0,11203.0,-1.0,63601.0,et,-101.0,4.0,False,False,False,False,False,False,inf,2147483647.0,0x
1311,1973,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:13:53.425000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1312,1974,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:13:57.617000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1313,1975,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:14:13.971000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-08-06 12:14:02.204000,124811583.5,0.01,0.0,449838.0404,1598156.44,2618688.526,9398787.97,5.0,5.0,4G,LTE,313346.0,11203.0,-1.0,63601.0,et,-101.0,4.0,False,False,False,False,False,False,inf,2147483647.0,0x
1314,1976,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:14:05.361000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1315,1977,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:14:19.567000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-08-06 12:14:02.204000,124811583.5,0.01,0.0,449838.0404,1598156.44,2618688.526,9398787.97,5.0,5.0,4G,LTE,313346.0,11203.0,-1.0,63601.0,et,-101.0,4.0,False,False,False,False,False,False,inf,2147483647.0,0x
1316,1978,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:14:09.676000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1317,1979,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:14:13.445000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1318,1980,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:14:17.111000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1319,1981,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:14:29.267000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1320,1982,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:14:32.920000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1321,1983,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:14:36.435000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1322,1984,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:14:57.873000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1323,1985,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:15:05.448000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1324,1986,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:15:18.333000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1325,1987,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:15:26.294000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1326,1988,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:15:31.081000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1327,1989,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:15:36.066000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1328,1990,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:15:40.326000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:15:18.236000,548147574.5,0.0,0.0,2040865.64,6780946.04,945076.2195,1482691.551,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1329,1991,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:16:01.951000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:16:22.301000,422302740.0,0.0,0.0,20840458.06,4898603.66,1046594.735,1238860.539,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-65.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1330,1992,YOUTUBE___GENERAL___MOS,3,2019-08-06 12:16:12.991000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:16:22.301000,422302740.0,0.0,0.0,20840458.06,4898603.66,1046594.735,1238860.539,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-65.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1331,1993,YOUTUBE___GENERAL___MOS,3,2019-08-06 12:16:27.801000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:16:22.301000,422302740.0,0.0,0.0,20840458.06,4898603.66,1046594.735,1238860.539,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-65.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1332,1994,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:16:31.707000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:16:22.301000,422302740.0,0.0,0.0,20840458.06,4898603.66,1046594.735,1238860.539,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-65.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1333,1995,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:16:36.052000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:16:22.301000,422302740.0,0.0,0.0,20840458.06,4898603.66,1046594.735,1238860.539,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-65.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1334,1996,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:16:40.108000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:16:22.301000,422302740.0,0.0,0.0,20840458.06,4898603.66,1046594.735,1238860.539,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-65.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1335,1997,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:16:58.625000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:16:22.301000,422302740.0,0.0,0.0,20840458.06,4898603.66,1046594.735,1238860.539,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-65.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1336,1998,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:17:02.832000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:16:22.301000,422302740.0,0.0,0.0,20840458.06,4898603.66,1046594.735,1238860.539,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-65.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1337,1999,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:17:12.638000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:17:59.064000,1737985755.0,0.0,0.0,43541623.76,19871817.14,1288125.856,473651.94,5.0,5.0,3G,HSPAP,6719114.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1338,2000,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:17:19.824000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:17:59.064000,1737985755.0,0.0,0.0,43541623.76,19871817.14,1288125.856,473651.94,5.0,5.0,3G,HSPAP,6719114.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1339,2001,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:17:26.925000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:17:59.064000,1737985755.0,0.0,0.0,43541623.76,19871817.14,1288125.856,473651.94,5.0,5.0,3G,HSPAP,6719114.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1340,2002,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:17:47.365000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:17:59.064000,1737985755.0,0.0,0.0,43541623.76,19871817.14,1288125.856,473651.94,5.0,5.0,3G,HSPAP,6719114.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1341,2003,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:17:53.841000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:17:59.064000,1737985755.0,0.0,0.0,43541623.76,19871817.14,1288125.856,473651.94,5.0,5.0,3G,HSPAP,6719114.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1342,2004,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:18:02.431000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:17:59.064000,1737985755.0,0.0,0.0,43541623.76,19871817.14,1288125.856,473651.94,5.0,5.0,3G,HSPAP,6719114.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1343,2005,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:18:07.348000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:17:59.064000,1737985755.0,0.0,0.0,43541623.76,19871817.14,1288125.856,473651.94,5.0,5.0,3G,HSPAP,6719114.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1344,2006,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:18:19.589000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:17:59.064000,1737985755.0,0.0,0.0,43541623.76,19871817.14,1288125.856,473651.94,5.0,5.0,3G,HSPAP,6719114.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1345,2007,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:18:34.128000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:18:55.364000,167669609.2,0.0,0.0,624747.04,1763427.16,1866454.1940000001,1537872.215,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1346,2008,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:18:43.901000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:18:55.364000,167669609.2,0.0,0.0,624747.04,1763427.16,1866454.1940000001,1537872.215,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1347,2009,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:18:50.056000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:18:55.364000,167669609.2,0.0,0.0,624747.04,1763427.16,1866454.1940000001,1537872.215,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1348,2010,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:19:10.563000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:18:55.364000,167669609.2,0.0,0.0,624747.04,1763427.16,1866454.1940000001,1537872.215,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1349,2011,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:19:22.043000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:18:55.364000,167669609.2,0.0,0.0,624747.04,1763427.16,1866454.1940000001,1537872.215,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1350,2012,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:19:30.665000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:18:55.364000,167669609.2,0.0,0.0,624747.04,1763427.16,1866454.1940000001,1537872.215,4.0,4.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1351,2013,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:19:41.537000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:20:09.324000,266135353.9,0.0,0.0,795740.7,2789340.74,2001437.2769999998,1127785.221,4.0,5.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1352,2014,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:19:59.897000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:20:09.324000,266135353.9,0.0,0.0,795740.7,2789340.74,2001437.2769999998,1127785.221,4.0,5.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1353,2015,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:20:09.839000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:20:09.324000,266135353.9,0.0,0.0,795740.7,2789340.74,2001437.2769999998,1127785.221,4.0,5.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1354,2016,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:20:13.930000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:20:09.324000,266135353.9,0.0,0.0,795740.7,2789340.74,2001437.2769999998,1127785.221,4.0,5.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1355,2017,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:20:26.695000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:20:09.324000,266135353.9,0.0,0.0,795740.7,2789340.74,2001437.2769999998,1127785.221,4.0,5.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1356,2018,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:20:34.608000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:20:09.324000,266135353.9,0.0,0.0,795740.7,2789340.74,2001437.2769999998,1127785.221,4.0,5.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1357,2019,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:20:39.359000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:20:09.324000,266135353.9,0.0,0.0,795740.7,2789340.74,2001437.2769999998,1127785.221,4.0,5.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1358,2020,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:20:44.193000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:21:15.350000,199194719.2,0.0,0.0,428974.34,2200295.06,312554.3325,844349.1211,4.0,5.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1359,2021,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:20:49.536000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:21:15.350000,199194719.2,0.0,0.0,428974.34,2200295.06,312554.3325,844349.1211,4.0,5.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1360,2022,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:20:53.830000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:21:15.350000,199194719.2,0.0,0.0,428974.34,2200295.06,312554.3325,844349.1211,4.0,5.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1361,2023,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:21:00.881000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:21:15.350000,199194719.2,0.0,0.0,428974.34,2200295.06,312554.3325,844349.1211,4.0,5.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1362,2024,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:21:22.200000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:21:15.350000,199194719.2,0.0,0.0,428974.34,2200295.06,312554.3325,844349.1211,4.0,5.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-60.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1363,2025,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:21:57.417000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:22:33.383000,195998659.2,0.0,0.0,736028.62,2742788.48,1707373.324,168963.8747,5.0,5.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-66.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1364,2026,YOUTUBE___GENERAL___MOS,5,2019-08-06 12:22:47.615000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:22:33.383000,195998659.2,0.0,0.0,736028.62,2742788.48,1707373.324,168963.8747,5.0,5.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-66.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1365,2027,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:23:01.815000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:22:33.383000,195998659.2,0.0,0.0,736028.62,2742788.48,1707373.324,168963.8747,5.0,5.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-66.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
1366,2028,YOUTUBE___GENERAL___MOS,4,2019-08-06 12:23:14.902000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-08-06 12:22:33.383000,195998659.2,0.0,0.0,736028.62,2742788.48,1707373.324,168963.8747,5.0,5.0,3G,HSPA,6742187.0,1103.0,-1.0,63601.0,et,-66.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
