,FEEDBACK_APP,FEEDBACK_VALUE,USER_ID,RTT,DOWNLOAD_LOSS_RATE,UPLOAD_LOSS_RATE,DOWNLOAD_JITTER,UPLOAD_JITTER,UDP_DOWNLOAD_THROUGHPUT,UDP_UPLOAD_THROUGHPUT,SKYPE___VOICE_CALL___MOS,YOUTUBE___VIDEO_PLAYBACK___P_720___MOS
1678,YOUTUBE___GENERAL___MOS,5,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,241268644.7,0.0,0.0,671699.28,2386874.88,2897076.041,315766.3609,5.0,5.0
1679,YOUTUBE___GENERAL___MOS,5,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,241268644.7,0.0,0.0,671699.28,2386874.88,2897076.041,315766.3609,5.0,5.0
1680,YOUTUBE___GENERAL___MOS,4,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,241268644.7,0.0,0.0,671699.28,2386874.88,2897076.041,315766.3609,5.0,5.0
1681,YOUTUBE___GENERAL___MOS,4,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,241268644.7,0.0,0.0,671699.28,2386874.88,2897076.041,315766.3609,5.0,5.0
1682,YOUTUBE___GENERAL___MOS,5,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,1367047228,0.0,0.0,275557.92,2732001.82,1558929.342,208580.348,5.0,4.0
1683,YOUTUBE___GENERAL___MOS,5,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,1367047228,0.0,0.0,275557.92,2732001.82,1558929.342,208580.348,5.0,4.0
1684,YOUTUBE___GENERAL___MOS,5,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,1367047228,0.0,0.0,275557.92,2732001.82,1558929.342,208580.348,5.0,4.0
1685,YOUTUBE___GENERAL___MOS,5,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,1367047228,0.0,0.0,275557.92,2732001.82,1558929.342,208580.348,5.0,4.0
1686,YOUTUBE___GENERAL___MOS,5,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,1367047228,0.0,0.0,275557.92,2732001.82,1558929.342,208580.348,5.0,4.0
1687,YOUTUBE___GENERAL___MOS,5,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,1367047228,0.0,0.0,275557.92,2732001.82,1558929.342,208580.348,5.0,4.0
1688,YOUTUBE___GENERAL___MOS,5,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,192088823,0.0,0.0,1022072.78,2584211.28,233248.7334,89998.25315,4.0,5.0
1689,YOUTUBE___GENERAL___MOS,5,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,192088823,0.0,0.0,1022072.78,2584211.28,233248.7334,89998.25315,4.0,5.0
1697,SKYPE___GENERAL___MOS,4,7b168c39-81aa-4c37-9ce0-c2eda18a424b,2824085079,0.229166667,0.04,6275457.5139999995,30715562.88,45829.35222,30768.12213,4.0,1.0
1698,YOUTUBE___GENERAL___MOS,1,7b168c39-81aa-4c37-9ce0-c2eda18a424b,2824085079,0.229166667,0.04,6275457.5139999995,30715562.88,45829.35222,30768.12213,4.0,1.0
1699,YOUTUBE___GENERAL___MOS,1,7b168c39-81aa-4c37-9ce0-c2eda18a424b,2824085079,0.229166667,0.04,6275457.5139999995,30715562.88,45829.35222,30768.12213,4.0,1.0
1700,YOUTUBE___GENERAL___MOS,1,7b168c39-81aa-4c37-9ce0-c2eda18a424b,2824085079,0.229166667,0.04,6275457.5139999995,30715562.88,45829.35222,30768.12213,4.0,1.0
1701,SKYPE___GENERAL___MOS,3,7b168c39-81aa-4c37-9ce0-c2eda18a424b,8290321741,0.0,0.0,16816423.44,35489022.16,1652795.215,31257.90515,5.0,1.0
1702,YOUTUBE___GENERAL___MOS,1,7b168c39-81aa-4c37-9ce0-c2eda18a424b,8290321741,0.0,0.0,16816423.44,35489022.16,1652795.215,31257.90515,5.0,1.0
1703,YOUTUBE___GENERAL___MOS,2,7b168c39-81aa-4c37-9ce0-c2eda18a424b,3526050322,0.0,0.0,9610181.64,23583421.2,1929151.082,30378.25095,5.0,2.0
1704,YOUTUBE___GENERAL___MOS,2,7b168c39-81aa-4c37-9ce0-c2eda18a424b,1899692859,0.0,0.0,5007725.32,26733156.1,3236479.538,24758.7833,4.0,3.0
1705,YOUTUBE___GENERAL___MOS,2,7b168c39-81aa-4c37-9ce0-c2eda18a424b,1899692859,0.0,0.0,5007725.32,26733156.1,3236479.538,24758.7833,4.0,3.0
1710,YOUTUBE___GENERAL___MOS,2,7b168c39-81aa-4c37-9ce0-c2eda18a424b,1899692859,0.0,0.0,5007725.32,26733156.1,3236479.538,24758.7833,4.0,3.0
1711,YOUTUBE___GENERAL___MOS,3,7b168c39-81aa-4c37-9ce0-c2eda18a424b,1899692859,0.0,0.0,5007725.32,26733156.1,3236479.538,24758.7833,4.0,3.0
1712,YOUTUBE___GENERAL___MOS,3,7b168c39-81aa-4c37-9ce0-c2eda18a424b,1899692859,0.0,0.0,5007725.32,26733156.1,3236479.538,24758.7833,4.0,3.0
1713,YOUTUBE___GENERAL___MOS,3,7b168c39-81aa-4c37-9ce0-c2eda18a424b,1899692859,0.0,0.0,5007725.32,26733156.1,3236479.538,24758.7833,4.0,3.0
1714,YOUTUBE___GENERAL___MOS,3,7b168c39-81aa-4c37-9ce0-c2eda18a424b,1899692859,0.0,0.0,5007725.32,26733156.1,3236479.538,24758.7833,4.0,3.0
1715,YOUTUBE___GENERAL___MOS,3,7b168c39-81aa-4c37-9ce0-c2eda18a424b,1899692859,0.0,0.0,5007725.32,26733156.1,3236479.538,24758.7833,4.0,3.0
1716,YOUTUBE___GENERAL___MOS,3,7b168c39-81aa-4c37-9ce0-c2eda18a424b,1899692859,0.0,0.0,5007725.32,26733156.1,3236479.538,24758.7833,4.0,3.0
1717,YOUTUBE___GENERAL___MOS,3,7b168c39-81aa-4c37-9ce0-c2eda18a424b,1899692859,0.0,0.0,5007725.32,26733156.1,3236479.538,24758.7833,4.0,3.0
1718,YOUTUBE___GENERAL___MOS,3,7b168c39-81aa-4c37-9ce0-c2eda18a424b,1899692859,0.0,0.0,5007725.32,26733156.1,3236479.538,24758.7833,4.0,3.0
1719,YOUTUBE___GENERAL___MOS,3,7b168c39-81aa-4c37-9ce0-c2eda18a424b,1899692859,0.0,0.0,5007725.32,26733156.1,3236479.538,24758.7833,4.0,3.0
1720,YOUTUBE___GENERAL___MOS,3,7b168c39-81aa-4c37-9ce0-c2eda18a424b,1899692859,0.0,0.0,5007725.32,26733156.1,3236479.538,24758.7833,4.0,3.0
1721,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,1899692859,0.0,0.0,5007725.32,26733156.1,3236479.538,24758.7833,4.0,3.0
1722,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,1899692859,0.0,0.0,5007725.32,26733156.1,3236479.538,24758.7833,4.0,3.0
1723,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,787452345.3,0.0,0.0,4314219.64,11503634.4,1788997.134,37145.0019,4.0,4.0
1724,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,787452345.3,0.0,0.0,4314219.64,11503634.4,1788997.134,37145.0019,4.0,4.0
1725,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,787452345.3,0.0,0.0,4314219.64,11503634.4,1788997.134,37145.0019,4.0,4.0
1726,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,787452345.3,0.0,0.0,4314219.64,11503634.4,1788997.134,37145.0019,4.0,4.0
1727,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,787452345.3,0.0,0.0,4314219.64,11503634.4,1788997.134,37145.0019,4.0,4.0
1728,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,787452345.3,0.0,0.0,4314219.64,11503634.4,1788997.134,37145.0019,4.0,4.0
1729,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,787452345.3,0.0,0.0,4314219.64,11503634.4,1788997.134,37145.0019,4.0,4.0
1730,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,787452345.3,0.0,0.0,4314219.64,11503634.4,1788997.134,37145.0019,4.0,4.0
1731,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,787452345.3,0.0,0.0,4314219.64,11503634.4,1788997.134,37145.0019,4.0,4.0
1732,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,787452345.3,0.0,0.0,4314219.64,11503634.4,1788997.134,37145.0019,4.0,4.0
1733,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,787452345.3,0.0,0.0,4314219.64,11503634.4,1788997.134,37145.0019,4.0,4.0
1734,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,787452345.3,0.0,0.0,4314219.64,11503634.4,1788997.134,37145.0019,4.0,4.0
1735,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,787452345.3,0.0,0.0,4314219.64,11503634.4,1788997.134,37145.0019,4.0,4.0
1736,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,787452345.3,0.0,0.0,4314219.64,11503634.4,1788997.134,37145.0019,4.0,4.0
1740,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,787452345.3,0.0,0.0,4314219.64,11503634.4,1788997.134,37145.0019,4.0,4.0
1741,YOUTUBE___GENERAL___MOS,5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,787452345.3,0.0,0.0,4314219.64,11503634.4,1788997.134,37145.0019,4.0,4.0
1744,YOUTUBE___VIDEO_PLAYBACK___P_AUTO___MOS,4,025e04b0-196a-4dd0-9a9a-33b6fb8f19fd,173901973.9,0.0,0.0,726288.6,1722638.22,8028324.68,1370295.8159999999,5.0,5.0
1745,YOUTUBE___VIDEO_PLAYBACK___P_AUTO___MOS,4,025e04b0-196a-4dd0-9a9a-33b6fb8f19fd,173901973.9,0.0,0.0,726288.6,1722638.22,8028324.68,1370295.8159999999,5.0,5.0
1753,YOUTUBE___GENERAL___MOS,2,7b168c39-81aa-4c37-9ce0-c2eda18a424b,1008248683,0.03,0.0,16693766.04,12309753.2,1453051.1030000001,17177.8263,4.0,3.0
1756,YOUTUBE___GENERAL___MOS,4,4c16840b-c218-455a-8e5c-fbe800c40929,839691991.4,0.08,0.0,3814118.7169999997,14020739.78,3855070.9910000004,29583.168130000002,4.0,1.0
1757,YOUTUBE___GENERAL___MOS,1,4c16840b-c218-455a-8e5c-fbe800c40929,839691991.4,0.08,0.0,3814118.7169999997,14020739.78,3855070.9910000004,29583.168130000002,4.0,1.0
1758,YOUTUBE___GENERAL___MOS,1,4c16840b-c218-455a-8e5c-fbe800c40929,839691991.4,0.08,0.0,3814118.7169999997,14020739.78,3855070.9910000004,29583.168130000002,4.0,1.0
1759,YOUTUBE___GENERAL___MOS,1,4c16840b-c218-455a-8e5c-fbe800c40929,839691991.4,0.08,0.0,3814118.7169999997,14020739.78,3855070.9910000004,29583.168130000002,4.0,1.0
1760,YOUTUBE___GENERAL___MOS,1,4c16840b-c218-455a-8e5c-fbe800c40929,209664115.5,0.03,0.0,1072847.732,2005892.16,2566891.91,31192.39195,5.0,4.0
1761,YOUTUBE___GENERAL___MOS,4,4c16840b-c218-455a-8e5c-fbe800c40929,824287067,0.09,0.0,4321544.154,12935019.32,3047010.287,35324.253769999996,5.0,1.0
1762,YOUTUBE___GENERAL___MOS,4,4c16840b-c218-455a-8e5c-fbe800c40929,1859901414,0.091836735,0.02,5313078.742,23911816.12,2643269.642,16081.26279,4.0,1.0
1763,YOUTUBE___GENERAL___MOS,1,4c16840b-c218-455a-8e5c-fbe800c40929,1859901414,0.091836735,0.02,5313078.742,23911816.12,2643269.642,16081.26279,4.0,1.0
1764,YOUTUBE___GENERAL___MOS,1,4c16840b-c218-455a-8e5c-fbe800c40929,1859901414,0.091836735,0.02,5313078.742,23911816.12,2643269.642,16081.26279,4.0,1.0
1765,YOUTUBE___GENERAL___MOS,1,4c16840b-c218-455a-8e5c-fbe800c40929,1859901414,0.091836735,0.02,5313078.742,23911816.12,2643269.642,16081.26279,4.0,1.0
1766,YOUTUBE___GENERAL___MOS,1,4c16840b-c218-455a-8e5c-fbe800c40929,1859901414,0.091836735,0.02,5313078.742,23911816.12,2643269.642,16081.26279,4.0,1.0
1767,YOUTUBE___GENERAL___MOS,1,4c16840b-c218-455a-8e5c-fbe800c40929,1859901414,0.091836735,0.02,5313078.742,23911816.12,2643269.642,16081.26279,4.0,1.0
1768,YOUTUBE___GENERAL___MOS,2,4c16840b-c218-455a-8e5c-fbe800c40929,1859901414,0.091836735,0.02,5313078.742,23911816.12,2643269.642,16081.26279,4.0,1.0
1769,YOUTUBE___GENERAL___MOS,2,4c16840b-c218-455a-8e5c-fbe800c40929,1859901414,0.091836735,0.02,5313078.742,23911816.12,2643269.642,16081.26279,4.0,1.0
1770,YOUTUBE___GENERAL___MOS,2,4c16840b-c218-455a-8e5c-fbe800c40929,230206220.5,0.29,0.0,531067.831,1854053.32,3237904.827,30983.07486,5.0,2.0
1771,YOUTUBE___GENERAL___MOS,2,4c16840b-c218-455a-8e5c-fbe800c40929,230206220.5,0.29,0.0,531067.831,1854053.32,3237904.827,30983.07486,5.0,2.0
1772,YOUTUBE___GENERAL___MOS,2,4c16840b-c218-455a-8e5c-fbe800c40929,230206220.5,0.29,0.0,531067.831,1854053.32,3237904.827,30983.07486,5.0,2.0
1773,YOUTUBE___GENERAL___MOS,2,4c16840b-c218-455a-8e5c-fbe800c40929,230206220.5,0.29,0.0,531067.831,1854053.32,3237904.827,30983.07486,5.0,2.0
1774,YOUTUBE___GENERAL___MOS,2,4c16840b-c218-455a-8e5c-fbe800c40929,230206220.5,0.29,0.0,531067.831,1854053.32,3237904.827,30983.07486,5.0,2.0
1775,YOUTUBE___GENERAL___MOS,2,4c16840b-c218-455a-8e5c-fbe800c40929,230206220.5,0.29,0.0,531067.831,1854053.32,3237904.827,30983.07486,5.0,2.0
1777,YOUTUBE___GENERAL___MOS,2,4c16840b-c218-455a-8e5c-fbe800c40929,230206220.5,0.29,0.0,531067.831,1854053.32,3237904.827,30983.07486,5.0,2.0
1779,YOUTUBE___GENERAL___MOS,1,4c16840b-c218-455a-8e5c-fbe800c40929,761605903.2,0.05,0.0,3704595.0739999996,11722821.36,1252420.978,35373.77704,5.0,4.0
1780,YOUTUBE___GENERAL___MOS,3,4c16840b-c218-455a-8e5c-fbe800c40929,761605903.2,0.05,0.0,3704595.0739999996,11722821.36,1252420.978,35373.77704,5.0,4.0
1783,YOUTUBE___GENERAL___MOS,4,4c16840b-c218-455a-8e5c-fbe800c40929,880189134.1,0.0,0.0,4005426.84,14288952.32,1529624.636,29487.352710000003,5.0,4.0
1786,YOUTUBE___GENERAL___MOS,4,4c16840b-c218-455a-8e5c-fbe800c40929,880189134.1,0.0,0.0,4005426.84,14288952.32,1529624.636,29487.352710000003,5.0,4.0
1787,YOUTUBE___GENERAL___MOS,2,29e9f01b-1a8f-45d5-b16e-5725421c70ff,3486203539,0.0,0.0,1982920.24,64053040.74,3441492.202,6094423.892999999,5.0,2.0
1788,YOUTUBE___GENERAL___MOS,4,29e9f01b-1a8f-45d5-b16e-5725421c70ff,127889560.3,0.0,0.0,237962.22,2061090.84,9057553.095,8236495.044,5.0,5.0
1789,YOUTUBE___GENERAL___MOS,4,29e9f01b-1a8f-45d5-b16e-5725421c70ff,133098133.9,0.01,0.0,763748.4040000001,2302967.26,9764524.094,10534850.24,5.0,5.0
1790,YOUTUBE___GENERAL___MOS,5,29e9f01b-1a8f-45d5-b16e-5725421c70ff,131568741.6,0.0,0.0,741325.8,2058420.92,7985656.697000001,10131148.48,5.0,5.0
1791,YOUTUBE___GENERAL___MOS,5,29e9f01b-1a8f-45d5-b16e-5725421c70ff,131568741.6,0.0,0.0,741325.8,2058420.92,7985656.697000001,10131148.48,5.0,5.0
1792,YOUTUBE___GENERAL___MOS,5,29e9f01b-1a8f-45d5-b16e-5725421c70ff,143181301,0.0,0.0,1148157.94,2711985.2,6562449.31,10131367.18,5.0,5.0
1793,YOUTUBE___GENERAL___MOS,2,025e04b0-196a-4dd0-9a9a-33b6fb8f19fd,124528246.8,0.0,0.0,527030.28,887281.72,705319.3628,630863.8881,5.0,5.0
1794,YOUTUBE___GENERAL___MOS,2,025e04b0-196a-4dd0-9a9a-33b6fb8f19fd,124528246.8,0.0,0.0,527030.28,887281.72,705319.3628,630863.8881,5.0,5.0
1798,YOUTUBE___GENERAL___MOS,5,4c16840b-c218-455a-8e5c-fbe800c40929,153211180.2,0.0,0.0,1126792.42,1726940.68,925411.8049,1236244.65,4.0,4.0
1799,YOUTUBE___GENERAL___MOS,2,29e9f01b-1a8f-45d5-b16e-5725421c70ff,139490711.9,0.0,0.0,765728.5,3244384.04,8598063.142,10128224.3,5.0,5.0
1800,YOUTUBE___GENERAL___MOS,2,29e9f01b-1a8f-45d5-b16e-5725421c70ff,202842010.9,0.0,0.0,509802.28,2681716.42,7817252.115,1791948.957,5.0,5.0
1802,YOUTUBE___GENERAL___MOS,3,29e9f01b-1a8f-45d5-b16e-5725421c70ff,482012002.9,0.02,0.0,5823461.183999999,5277161.8,1512092.73,30700.387730000002,5.0,4.0
1804,YOUTUBE___GENERAL___MOS,5,858f49c4-2d4b-43e3-85fb-e1a54de4ad18,294757651.5,0.27,0.0,1967871.945,3328292.52,4780455.013,5103968.075,5.0,2.0
1805,WEB___GENERAL___MOS,2,858f49c4-2d4b-43e3-85fb-e1a54de4ad18,196127890.1,0.24,0.0,1093985.632,1621230.52,3582954.236,3622560.3439999996,5.0,1.0
1806,YOUTUBE___GENERAL___MOS,5,858f49c4-2d4b-43e3-85fb-e1a54de4ad18,730148877.1,0.041237113,0.03,7410187.312000001,5405690.102999999,3654888.712,1218726.987,5.0,4.0
1821,YOUTUBE___GENERAL___MOS,4,4c16840b-c218-455a-8e5c-fbe800c40929,784163531.5,0.0,0.0,3434015.94,13645660.8,2232349.191,32851.848210000004,4.0,4.0
1822,YOUTUBE___GENERAL___MOS,4,4c16840b-c218-455a-8e5c-fbe800c40929,784163531.5,0.0,0.0,3434015.94,13645660.8,2232349.191,32851.848210000004,4.0,4.0
1837,YOUTUBE___GENERAL___MOS,2,29e9f01b-1a8f-45d5-b16e-5725421c70ff,136476432.8,0.0,0.0,498257.96,2514201.94,8423037.906,6456104.732000001,5.0,5.0
1838,SKYPE___GENERAL___MOS,1,29e9f01b-1a8f-45d5-b16e-5725421c70ff,136476432.8,0.0,0.0,498257.96,2514201.94,8423037.906,6456104.732000001,5.0,5.0
1876,YOUTUBE___GENERAL___MOS,2,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2708992074,0.0,0.0,13367175.02,54842314.64,2974527.038,1372634.5659999999,5.0,2.0
1877,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2708992074,0.0,0.0,13367175.02,54842314.64,2974527.038,1372634.5659999999,5.0,2.0
1878,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2708992074,0.0,0.0,13367175.02,54842314.64,2974527.038,1372634.5659999999,5.0,2.0
1879,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,167249034.6,0.0,0.0,553557.02,1534864.68,2092107.134,845784.002,5.0,5.0
1880,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,167249034.6,0.0,0.0,553557.02,1534864.68,2092107.134,845784.002,5.0,5.0
1881,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,167249034.6,0.0,0.0,553557.02,1534864.68,2092107.134,845784.002,5.0,5.0
1882,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,167249034.6,0.0,0.0,553557.02,1534864.68,2092107.134,845784.002,5.0,5.0
1883,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,167249034.6,0.0,0.0,553557.02,1534864.68,2092107.134,845784.002,5.0,5.0
1884,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,167249034.6,0.0,0.0,553557.02,1534864.68,2092107.134,845784.002,5.0,5.0
1885,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,167249034.6,0.0,0.0,553557.02,1534864.68,2092107.134,845784.002,5.0,5.0
1886,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,167249034.6,0.0,0.0,553557.02,1534864.68,2092107.134,845784.002,5.0,5.0
1887,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,237611020.8,0.0,0.0,2073427.48,1727069.84,877053.7648,1299278.238,4.0,5.0
1888,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,237611020.8,0.0,0.0,2073427.48,1727069.84,877053.7648,1299278.238,4.0,5.0
1889,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,237611020.8,0.0,0.0,2073427.48,1727069.84,877053.7648,1299278.238,4.0,5.0
1890,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,237611020.8,0.0,0.0,2073427.48,1727069.84,877053.7648,1299278.238,4.0,5.0
1891,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,237611020.8,0.0,0.0,2073427.48,1727069.84,877053.7648,1299278.238,4.0,5.0
1892,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,237611020.8,0.0,0.0,2073427.48,1727069.84,877053.7648,1299278.238,4.0,5.0
1893,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,237611020.8,0.0,0.0,2073427.48,1727069.84,877053.7648,1299278.238,4.0,5.0
1894,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,237611020.8,0.0,0.0,2073427.48,1727069.84,877053.7648,1299278.238,4.0,5.0
1895,YOUTUBE___GENERAL___MOS,4,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,237611020.8,0.0,0.0,2073427.48,1727069.84,877053.7648,1299278.238,4.0,5.0
1896,YOUTUBE___GENERAL___MOS,4,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,237611020.8,0.0,0.0,2073427.48,1727069.84,877053.7648,1299278.238,4.0,5.0
1897,YOUTUBE___GENERAL___MOS,4,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,237611020.8,0.0,0.0,2073427.48,1727069.84,877053.7648,1299278.238,4.0,5.0
1898,YOUTUBE___GENERAL___MOS,4,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,3284789795,0.15,0.0,981119.1529,23278697.64,867603.5138,904988.3821,4.0,1.0
1899,YOUTUBE___GENERAL___MOS,4,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,3284789795,0.15,0.0,981119.1529,23278697.64,867603.5138,904988.3821,4.0,1.0
1900,YOUTUBE___GENERAL___MOS,4,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,3284789795,0.15,0.0,981119.1529,23278697.64,867603.5138,904988.3821,4.0,1.0
1901,YOUTUBE___GENERAL___MOS,4,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,3284789795,0.15,0.0,981119.1529,23278697.64,867603.5138,904988.3821,4.0,1.0
1902,YOUTUBE___GENERAL___MOS,4,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,3284789795,0.15,0.0,981119.1529,23278697.64,867603.5138,904988.3821,4.0,1.0
1903,YOUTUBE___GENERAL___MOS,4,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,3284789795,0.15,0.0,981119.1529,23278697.64,867603.5138,904988.3821,4.0,1.0
1904,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,3284789795,0.15,0.0,981119.1529,23278697.64,867603.5138,904988.3821,4.0,1.0
1905,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,3284789795,0.15,0.0,981119.1529,23278697.64,867603.5138,904988.3821,4.0,1.0
1906,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,3284789795,0.15,0.0,981119.1529,23278697.64,867603.5138,904988.3821,4.0,1.0
1907,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,3284789795,0.15,0.0,981119.1529,23278697.64,867603.5138,904988.3821,4.0,1.0
1908,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,3284789795,0.15,0.0,981119.1529,23278697.64,867603.5138,904988.3821,4.0,1.0
1909,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,3284789795,0.15,0.0,981119.1529,23278697.64,867603.5138,904988.3821,4.0,1.0
1910,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,736625069.3,0.0,0.0,4724843.82,9523608.34,1699984.719,98055.036,4.0,4.0
1911,YOUTUBE___GENERAL___MOS,3,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,736625069.3,0.0,0.0,4724843.82,9523608.34,1699984.719,98055.036,4.0,4.0
1912,YOUTUBE___GENERAL___MOS,4,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,736625069.3,0.0,0.0,4724843.82,9523608.34,1699984.719,98055.036,4.0,4.0
1913,YOUTUBE___GENERAL___MOS,4,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,736625069.3,0.0,0.0,4724843.82,9523608.34,1699984.719,98055.036,4.0,4.0
1914,YOUTUBE___GENERAL___MOS,4,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,736625069.3,0.0,0.0,4724843.82,9523608.34,1699984.719,98055.036,4.0,4.0
1915,YOUTUBE___GENERAL___MOS,4,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,736625069.3,0.0,0.0,4724843.82,9523608.34,1699984.719,98055.036,4.0,4.0
1916,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,167107966.2,0.0,0.0,739929.48,1781541.26,244072.4975,85142.29671000001,5.0,5.0
1917,YOUTUBE___GENERAL___MOS,4,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,167107966.2,0.0,0.0,739929.48,1781541.26,244072.4975,85142.29671000001,5.0,5.0
1918,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,167107966.2,0.0,0.0,739929.48,1781541.26,244072.4975,85142.29671000001,5.0,5.0
1919,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,167107966.2,0.0,0.0,739929.48,1781541.26,244072.4975,85142.29671000001,5.0,5.0
1922,YOUTUBE___GENERAL___MOS,5,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,167107966.2,0.0,0.0,739929.48,1781541.26,244072.4975,85142.29671000001,5.0,5.0
