FEEDBACK_APP;FEEDBACK_VALUE;FEEDBACK_DATE;USER_ID;DATE;RTT;DOWNLOAD_LOSS_RATE;UPLOAD_LOSS_RATE;DOWNLOAD_JITTER;UPLOAD_JITTER;UDP_DOWNLOAD_THROUGHPUT;UDP_UPLOAD_THROUGHPUT;SKYPE___VOICE_CALL___MOS;YOUTUBE___VIDEO_PLAYBACK___P_720___MOS;NETWORK_CLASS;NETWORK_TYPE;MOBILE_GSM_CID;MOBILE_GSM_LAC;MOBILE_UMTS_PSC;MOBILE_OPERATOR;MOBILE_OPERATOR_COUNTRY_CODE;SIGNAL_STRENGTH_RSSI__dBm(0);SIGNAL_STRENGTH_LEVEL(0);IS_IN_AIRPLANE_MODE;IS_MOBILE_DATA_ENABLED;IS_ROAMING_DATA_ENABLED;IS_IN_NATIONAL_ROAMING;IS_IN_ROAMING;IS_WIFI_CONNECTED;SIGNAL_STRENGTH_RSSI__dBm(1);SIGNAL_STRENGTH_LEVEL(1);WIFI_SSID
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:26:58.197000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:27:02.018000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:27:05.687000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:27:09.423000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:27:13.294000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:27:17.049000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:27:21.105000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:27:24.639000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:27:28.409000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:27:32.128000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;3;2019-07-16 09:27:36.710000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:27:40.924000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:27:44.627000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:27:48.394000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:27:52.382000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;3;2019-07-16 09:27:58.706000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;2;2019-07-16 09:28:03.982000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;3;2019-07-16 09:28:08.952000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;3;2019-07-16 09:28:12.942000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;3;2019-07-16 09:28:12.942000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:28:17.811000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:28:21.903000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:25:43.880000;156961496.16;0;0;999353.74;3242678.46;618346.7536789333;198078.4709527512;4;4;3G;HSPAP;6718013;1103;-1;63601;et;-72;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:28:26.224000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:25:43.880000;156961496.16;0;0;999353.74;3242678.46;618346.7536789333;198078.4709527512;4;4;3G;HSPAP;6718013;1103;-1;63601;et;-72;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:28:30.034000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:25:43.880000;156961496.16;0;0;999353.74;3242678.46;618346.7536789333;198078.4709527512;4;4;3G;HSPAP;6718013;1103;-1;63601;et;-72;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:28:30.034000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:25:43.880000;156961496.16;0;0;999353.74;3242678.46;618346.7536789333;198078.4709527512;4;4;3G;HSPAP;6718013;1103;-1;63601;et;-72;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:28:34.566000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:25:43.880000;156961496.16;0;0;999353.74;3242678.46;618346.7536789333;198078.4709527512;4;4;3G;HSPAP;6718013;1103;-1;63601;et;-72;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:28:40.098000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:25:43.880000;156961496.16;0;0;999353.74;3242678.46;618346.7536789333;198078.4709527512;4;4;3G;HSPAP;6718013;1103;-1;63601;et;-72;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:28:44.979000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:25:43.880000;156961496.16;0;0;999353.74;3242678.46;618346.7536789333;198078.4709527512;4;4;3G;HSPAP;6718013;1103;-1;63601;et;-72;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:28:48.734000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:25:43.880000;156961496.16;0;0;999353.74;3242678.46;618346.7536789333;198078.4709527512;4;4;3G;HSPAP;6718013;1103;-1;63601;et;-72;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:31:17.649000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:31:22.079000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:31:26.102000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:31:30.025000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:31:44.040000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:31:48.557000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:31:56.230000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:35:46.573000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:33:21.138000;1665094485.49;0;0;5712694.32;19408293.1;475298.0871177078;31563.6459731036;5;3;3G;HSPAP;6718013;1103;-1;63601;et;-73;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:35:52.710000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:33:21.138000;1665094485.49;0;0;5712694.32;19408293.1;475298.0871177078;31563.6459731036;5;3;3G;HSPAP;6718013;1103;-1;63601;et;-73;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:35:57.309000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:33:21.138000;1665094485.49;0;0;5712694.32;19408293.1;475298.0871177078;31563.6459731036;5;3;3G;HSPAP;6718013;1103;-1;63601;et;-73;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:36:14.097000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:38:59.880000;1.7976931348623157e+308;1;1;0;0;0;0;5;4;3G;HSPAP;6718016;1103;-1;63601;et;-100;3;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:36:24.969000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:38:59.880000;1.7976931348623157e+308;1;1;0;0;0;0;5;4;3G;HSPAP;6718016;1103;-1;63601;et;-100;3;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:36:29.533000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:38:59.880000;1.7976931348623157e+308;1;1;0;0;0;0;5;4;3G;HSPAP;6718016;1103;-1;63601;et;-100;3;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:36:51.310000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:38:59.880000;1.7976931348623157e+308;1;1;0;0;0;0;5;4;3G;HSPAP;6718016;1103;-1;63601;et;-100;3;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:37:27.780000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:38:59.880000;1.7976931348623157e+308;1;1;0;0;0;0;5;4;3G;HSPAP;6718016;1103;-1;63601;et;-100;3;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:37:32.089000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:38:59.880000;1.7976931348623157e+308;1;1;0;0;0;0;5;4;3G;HSPAP;6718016;1103;-1;63601;et;-100;3;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:38:59.240000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:40:35.337000;173072990.08;0;0;572147.7;1724745.08;987947.0691453255;830829.1345302669;4;4;3G;HSPA;6742187;1103;-1;63601;et;-73;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:39:16.994000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:40:35.337000;173072990.08;0;0;572147.7;1724745.08;987947.0691453255;830829.1345302669;4;4;3G;HSPA;6742187;1103;-1;63601;et;-73;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:39:23.483000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:40:35.337000;173072990.08;0;0;572147.7;1724745.08;987947.0691453255;830829.1345302669;4;4;3G;HSPA;6742187;1103;-1;63601;et;-73;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;2;2019-07-16 09:40:08.895000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:40:35.337000;173072990.08;0;0;572147.7;1724745.08;987947.0691453255;830829.1345302669;4;4;3G;HSPA;6742187;1103;-1;63601;et;-73;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:40:19.411000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:40:35.337000;173072990.08;0;0;572147.7;1724745.08;987947.0691453255;830829.1345302669;4;4;3G;HSPA;6742187;1103;-1;63601;et;-73;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;3;2019-07-16 09:40:44.907000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:40:35.337000;173072990.08;0;0;572147.7;1724745.08;987947.0691453255;830829.1345302669;4;4;3G;HSPA;6742187;1103;-1;63601;et;-73;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:40:53.337000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:40:35.337000;173072990.08;0;0;572147.7;1724745.08;987947.0691453255;830829.1345302669;4;4;3G;HSPA;6742187;1103;-1;63601;et;-73;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:41:00.647000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:40:35.337000;173072990.08;0;0;572147.7;1724745.08;987947.0691453255;830829.1345302669;4;4;3G;HSPA;6742187;1103;-1;63601;et;-73;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:41:08.222000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:40:35.337000;173072990.08;0;0;572147.7;1724745.08;987947.0691453255;830829.1345302669;4;4;3G;HSPA;6742187;1103;-1;63601;et;-73;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:41:13.971000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:41:46.295000;857572404.58;0;0;10053481.46;14972251.16;135657.70902739934;183980.1541339475;4;4;3G;HSPA;6718016;1103;-1;63601;et;-68;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:41:20.581000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:41:46.295000;857572404.58;0;0;10053481.46;14972251.16;135657.70902739934;183980.1541339475;4;4;3G;HSPA;6718016;1103;-1;63601;et;-68;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:41:26.401000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:41:46.295000;857572404.58;0;0;10053481.46;14972251.16;135657.70902739934;183980.1541339475;4;4;3G;HSPA;6718016;1103;-1;63601;et;-68;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:41:31.676000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:41:46.295000;857572404.58;0;0;10053481.46;14972251.16;135657.70902739934;183980.1541339475;4;4;3G;HSPA;6718016;1103;-1;63601;et;-68;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:41:49.947000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:41:46.295000;857572404.58;0;0;10053481.46;14972251.16;135657.70902739934;183980.1541339475;4;4;3G;HSPA;6718016;1103;-1;63601;et;-68;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;3;2019-07-16 09:41:59.532000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:41:46.295000;857572404.58;0;0;10053481.46;14972251.16;135657.70902739934;183980.1541339475;4;4;3G;HSPA;6718016;1103;-1;63601;et;-68;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;3;2019-07-16 09:42:15.290000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:42:35.505000;207138204.65;0;0;1016619.16;2177295.6;2500405.0801258036;1689911.1013676878;5;5;3G;HSPA;6740446;1103;-1;63601;et;-58;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:37:58.585000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:38:59.880000;1.7976931348623157e+308;1;1;0;0;0;0;5;4;3G;HSPAP;6718016;1103;-1;63601;et;-100;3;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:42:25.941000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:40:39.857000;360784670.76;0;0;119741.24;6594161.74;1098511.1478867403;2311899.4873237005;1;5;4G;LTE;311555;11203;-1;63601;et;-106;3;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:42:38.958000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:44:19.799000;1.7976931348623157e+308;1;1;0;0;0;0;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:42:51.896000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:42:35.505000;207138204.65;0;0;1016619.16;2177295.6;2500405.0801258036;1689911.1013676878;5;5;3G;HSPA;6740446;1103;-1;63601;et;-58;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:43:08.084000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:42:35.505000;207138204.65;0;0;1016619.16;2177295.6;2500405.0801258036;1689911.1013676878;5;5;3G;HSPA;6740446;1103;-1;63601;et;-58;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:43:13.710000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:43:43.467000;791888942.32;0;0;10800550.14;15803482.82;512353.55137948034;1745450.0375773823;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:43:26.368000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:43:43.467000;791888942.32;0;0;10800550.14;15803482.82;512353.55137948034;1745450.0375773823;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:43:31.374000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:43:43.467000;791888942.32;0;0;10800550.14;15803482.82;512353.55137948034;1745450.0375773823;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:43:38.957000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:44:19.799000;1.7976931348623157e+308;1;1;0;0;0;0;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:43:45.400000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:44:19.799000;1.7976931348623157e+308;1;1;0;0;0;0;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;3;2019-07-16 09:43:52.082000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:44:19.799000;1.7976931348623157e+308;1;1;0;0;0;0;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;3;2019-07-16 09:43:58.249000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:44:19.799000;1.7976931348623157e+308;1;1;0;0;0;0;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:44:01.501000;60902e68-2e7f-421b-b16f-7f11b9069e48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:44:11.810000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:44:19.799000;1.7976931348623157e+308;1;1;0;0;0;0;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:44:37.685000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:43:43.467000;791888942.32;0;0;10800550.14;15803482.82;512353.55137948034;1745450.0375773823;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:45:06.722000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:44:19.799000;1.7976931348623157e+308;1;1;0;0;0;0;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:44:50.060000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:43:43.467000;791888942.32;0;0;10800550.14;15803482.82;512353.55137948034;1745450.0375773823;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;2;2019-07-16 09:44:59.193000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:43:43.467000;791888942.32;0;0;10800550.14;15803482.82;512353.55137948034;1745450.0375773823;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;3;2019-07-16 09:45:15.395000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:46:06.945000;127811204.40404041;0.010000000000000009;0;235707.59595959596;2423120.68;1724913.1772134283;10733109.402206378;5;5;4G;LTE;313346;11203;-1;63601;et;-103;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:45:20.121000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:43:43.467000;791888942.32;0;0;10800550.14;15803482.82;512353.55137948034;1745450.0375773823;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:45:20.348000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:46:06.945000;127811204.40404041;0.010000000000000009;0;235707.59595959596;2423120.68;1724913.1772134283;10733109.402206378;5;5;4G;LTE;313346;11203;-1;63601;et;-103;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:45:24.482000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:43:43.467000;791888942.32;0;0;10800550.14;15803482.82;512353.55137948034;1745450.0375773823;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:45:42.418000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:46:06.945000;127811204.40404041;0.010000000000000009;0;235707.59595959596;2423120.68;1724913.1772134283;10733109.402206378;5;5;4G;LTE;313346;11203;-1;63601;et;-103;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:45:50.096000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:43:43.467000;791888942.32;0;0;10800550.14;15803482.82;512353.55137948034;1745450.0375773823;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:45:54.188000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:43:43.467000;791888942.32;0;0;10800550.14;15803482.82;512353.55137948034;1745450.0375773823;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:45:57.958000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:43:43.467000;791888942.32;0;0;10800550.14;15803482.82;512353.55137948034;1745450.0375773823;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:46:30.666000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:46:06.945000;127811204.40404041;0.010000000000000009;0;235707.59595959596;2423120.68;1724913.1772134283;10733109.402206378;5;5;4G;LTE;313346;11203;-1;63601;et;-103;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:46:04.302000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:43:43.467000;791888942.32;0;0;10800550.14;15803482.82;512353.55137948034;1745450.0375773823;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
