FEEDBACK_APP;FEEDBACK_VALUE;FEEDBACK_DATE;USER_ID;DATE;RTT;DOWNLOAD_LOSS_RATE;UPLOAD_LOSS_RATE;DOWNLOAD_JITTER;UPLOAD_JITTER;UDP_DOWNLOAD_THROUGHPUT;UDP_UPLOAD_THROUGHPUT;SKYPE___VOICE_CALL___MOS;YOUTUBE___VIDEO_PLAYBACK___P_720___MOS;NETWORK_CLASS;NETWORK_TYPE;MOBILE_GSM_CID;MOBILE_GSM_LAC;MOBILE_UMTS_PSC;MOBILE_OPERATOR;MOBILE_OPERATOR_COUNTRY_CODE;SIGNAL_STRENGTH_RSSI__dBm(0);SIGNAL_STRENGTH_LEVEL(0);IS_IN_AIRPLANE_MODE;IS_MOBILE_DATA_ENABLED;IS_ROAMING_DATA_ENABLED;IS_IN_NATIONAL_ROAMING;IS_IN_ROAMING;IS_WIFI_CONNECTED;SIGNAL_STRENGTH_RSSI__dBm(1);SIGNAL_STRENGTH_LEVEL(1);WIFI_SSID
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:46:35.770000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:46:06.945000;127811204.40404041;0.010000000000000009;0;235707.59595959596;2423120.68;1724913.1772134283;10733109.402206378;5;5;4G;LTE;313346;11203;-1;63601;et;-103;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
SKYPE___GENERAL___MOS;4;2019-07-16 09:45:35.954000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:46:54.791000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:47:06.648000;146109590.71;0;0;293864.64;3128358.04;3810728.8677537246;3487432.0467023347;5;5;4G;LTE;313346;11203;-1;63601;et;-103;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
SKYPE___GENERAL___MOS;4;2019-07-16 09:45:52.635000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:47:17.598000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:47:06.648000;146109590.71;0;0;293864.64;3128358.04;3810728.8677537246;3487432.0467023347;5;5;4G;LTE;313346;11203;-1;63601;et;-103;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
SKYPE___GENERAL___MOS;4;2019-07-16 09:46:10.073000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:47:22.348000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:47:06.648000;146109590.71;0;0;293864.64;3128358.04;3810728.8677537246;3487432.0467023347;5;5;4G;LTE;313346;11203;-1;63601;et;-103;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:47:27.470000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:47:06.648000;146109590.71;0;0;293864.64;3128358.04;3810728.8677537246;3487432.0467023347;5;5;4G;LTE;313346;11203;-1;63601;et;-103;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
SKYPE___GENERAL___MOS;4;2019-07-16 09:46:31.189000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:48:11.480000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:48:06.569000;157562599.24;0;0;187923.96;3147215.4;1397797.2834893;4349402.181157234;5;4;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:46:43.169000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:49:02.536000;329342189.36;0;0;2217979.68;4026196.84;206766.15819520166;1152765.3366265136;4;1;3G;HSPAP;6719114;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:46:47.042000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:49:02.536000;329342189.36;0;0;2217979.68;4026196.84;206766.15819520166;1152765.3366265136;4;1;3G;HSPAP;6719114;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:47:00.431000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:49:02.536000;329342189.36;0;0;2217979.68;4026196.84;206766.15819520166;1152765.3366265136;4;1;3G;HSPAP;6719114;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
SKYPE___GENERAL___MOS;4;2019-07-16 09:47:00.171000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;2019-07-16 09:46:55.389000;14226774236.96;0;0;78439389.08;124548859.22;41369.68320694641;34202.56526308327;4;1;UNKNOWN;UNKNOWN;6719114;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;0x
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:47:24.017000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:49:02.536000;329342189.36;0;0;2217979.68;4026196.84;206766.15819520166;1152765.3366265136;4;1;3G;HSPAP;6719114;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:47:34.295000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:49:02.536000;329342189.36;0;0;2217979.68;4026196.84;206766.15819520166;1152765.3366265136;4;1;3G;HSPAP;6719114;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:48:16.301000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:48:06.569000;157562599.24;0;0;187923.96;3147215.4;1397797.2834893;4349402.181157234;5;4;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
SKYPE___GENERAL___MOS;4;2019-07-16 09:47:08.066000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;2019-07-16 09:46:55.389000;14226774236.96;0;0;78439389.08;124548859.22;41369.68320694641;34202.56526308327;4;1;UNKNOWN;UNKNOWN;6719114;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;0x
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:47:38.051000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:49:02.536000;329342189.36;0;0;2217979.68;4026196.84;206766.15819520166;1152765.3366265136;4;1;3G;HSPAP;6719114;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:47:44.271000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:49:02.536000;329342189.36;0;0;2217979.68;4026196.84;206766.15819520166;1152765.3366265136;4;1;3G;HSPAP;6719114;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:48:22.474000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:48:06.569000;157562599.24;0;0;187923.96;3147215.4;1397797.2834893;4349402.181157234;5;4;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
SKYPE___GENERAL___MOS;4;2019-07-16 09:47:16.248000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;2019-07-16 09:46:55.389000;14226774236.96;0;0;78439389.08;124548859.22;41369.68320694641;34202.56526308327;4;1;UNKNOWN;UNKNOWN;6719114;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;0x
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:47:48.260000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:49:02.536000;329342189.36;0;0;2217979.68;4026196.84;206766.15819520166;1152765.3366265136;4;1;3G;HSPAP;6719114;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:48:04.576000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:49:02.536000;329342189.36;0;0;2217979.68;4026196.84;206766.15819520166;1152765.3366265136;4;1;3G;HSPAP;6719114;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:48:27.846000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:48:06.569000;157562599.24;0;0;187923.96;3147215.4;1397797.2834893;4349402.181157234;5;4;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:48:11.441000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:49:02.536000;329342189.36;0;0;2217979.68;4026196.84;206766.15819520166;1152765.3366265136;4;1;3G;HSPAP;6719114;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:48:17.898000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:49:02.536000;329342189.36;0;0;2217979.68;4026196.84;206766.15819520166;1152765.3366265136;4;1;3G;HSPAP;6719114;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:48:44.769000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:49:21.504000;129938443.9;0;0;191000.56;2499875.7;2971408.476635586;29335149.803836234;5;4;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:47:34.878000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;2019-07-16 09:47:38.133000;165508634.57;0;0;428678.46;2567128.38;1750985.507102492;1684038.7651052177;4;4;UNKNOWN;UNKNOWN;6740446;1103;-1;63601;et;-68;5;False;False;False;False;False;False;-Inf;-2147483648;0x
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:48:28.482000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:49:02.536000;329342189.36;0;0;2217979.68;4026196.84;206766.15819520166;1152765.3366265136;4;1;3G;HSPAP;6719114;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-16 09:48:54.587000;60902e68-2e7f-421b-b16f-7f11b9069e48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:48:50.450000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:49:21.504000;129938443.9;0;0;191000.56;2499875.7;2971408.476635586;29335149.803836234;5;4;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:48:59.090000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:49:21.504000;129938443.9;0;0;191000.56;2499875.7;2971408.476635586;29335149.803836234;5;4;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:49:10.975000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:49:21.504000;129938443.9;0;0;191000.56;2499875.7;2971408.476635586;29335149.803836234;5;4;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:48:06.426000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;2019-07-16 09:47:38.133000;165508634.57;0;0;428678.46;2567128.38;1750985.507102492;1684038.7651052177;4;4;UNKNOWN;UNKNOWN;6740446;1103;-1;63601;et;-68;5;False;False;False;False;False;False;-Inf;-2147483648;0x
YOUTUBE___GENERAL___MOS;3;2019-07-16 09:49:35.242000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:50:04.873000;164766518.47;0;0;517959.94;1823710.14;1647468.625843845;903274.9297518767;4;4;3G;HSPA;6740446;1103;-1;63601;et;-68;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:49:41.649000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:50:04.873000;164766518.47;0;0;517959.94;1823710.14;1647468.625843845;903274.9297518767;4;4;3G;HSPA;6740446;1103;-1;63601;et;-68;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:50:00.394000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:50:09.974000;148843709.23;0;0;241801.92;3771727.26;2692184.7911859034;10296130.342575055;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:50:11.722000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:50:09.974000;148843709.23;0;0;241801.92;3771727.26;2692184.7911859034;10296130.342575055;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:50:16.455000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:50:09.974000;148843709.23;0;0;241801.92;3771727.26;2692184.7911859034;10296130.342575055;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:50:21.140000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:50:09.974000;148843709.23;0;0;241801.92;3771727.26;2692184.7911859034;10296130.342575055;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:50:39.127000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:50:09.974000;148843709.23;0;0;241801.92;3771727.26;2692184.7911859034;10296130.342575055;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
SKYPE___GENERAL___MOS;4;2019-07-16 09:49:32.957000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;2019-07-16 09:47:38.133000;165508634.57;0;0;428678.46;2567128.38;1750985.507102492;1684038.7651052177;4;4;UNKNOWN;UNKNOWN;6740446;1103;-1;63601;et;-68;5;False;False;False;False;False;False;-Inf;-2147483648;0x
YOUTUBE___GENERAL___MOS;3;2019-07-16 09:50:50.039000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:50:43.437000;164371023.08;0;0;224931.48;1780680.72;242227.6457412213;496753.0142210055;5;5;3G;HSPA;6740446;1103;-1;63601;et;-70;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:50:51.486000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:50:09.974000;148843709.23;0;0;241801.92;3771727.26;2692184.7911859034;10296130.342575055;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:51:00.552000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:50:43.437000;164371023.08;0;0;224931.48;1780680.72;242227.6457412213;496753.0142210055;5;5;3G;HSPA;6740446;1103;-1;63601;et;-70;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:50:58.622000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:50:09.974000;148843709.23;0;0;241801.92;3771727.26;2692184.7911859034;10296130.342575055;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
SKYPE___GENERAL___MOS;4;2019-07-16 09:49:54.093000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;2019-07-16 09:51:31.548000;2617707722.45;0;0;10536061.6;33507443.16;196599.8521776851;735918.9219679235;4;2;UNKNOWN;UNKNOWN;6740446;1103;-1;63601;et;-86;5;False;False;False;False;False;False;-Inf;-2147483648;0x
YOUTUBE___GENERAL___MOS;3;2019-07-16 09:51:12.136000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:51:20.808000;167235815.36;0;0;448977.56;1641011.58;725792.7800185273;1536296.9429218404;4;4;3G;HSPA;6742187;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:51:06.290000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:50:09.974000;148843709.23;0;0;241801.92;3771727.26;2692184.7911859034;10296130.342575055;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
SKYPE___GENERAL___MOS;4;2019-07-16 09:50:00.756000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;2019-07-16 09:51:31.548000;2617707722.45;0;0;10536061.6;33507443.16;196599.8521776851;735918.9219679235;4;2;UNKNOWN;UNKNOWN;6740446;1103;-1;63601;et;-86;5;False;False;False;False;False;False;-Inf;-2147483648;0x
SKYPE___GENERAL___MOS;4;2019-07-16 09:50:07.649000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;2019-07-16 09:51:31.548000;2617707722.45;0;0;10536061.6;33507443.16;196599.8521776851;735918.9219679235;4;2;UNKNOWN;UNKNOWN;6740446;1103;-1;63601;et;-86;5;False;False;False;False;False;False;-Inf;-2147483648;0x
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:51:10.709000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:50:09.974000;148843709.23;0;0;241801.92;3771727.26;2692184.7911859034;10296130.342575055;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:51:16.339000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:50:09.974000;148843709.23;0;0;241801.92;3771727.26;2692184.7911859034;10296130.342575055;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:51:24.776000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:50:09.974000;148843709.23;0;0;241801.92;3771727.26;2692184.7911859034;10296130.342575055;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
SKYPE___GENERAL___MOS;5;2019-07-16 09:50:26.347000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;2019-07-16 09:51:31.548000;2617707722.45;0;0;10536061.6;33507443.16;196599.8521776851;735918.9219679235;4;2;UNKNOWN;UNKNOWN;6740446;1103;-1;63601;et;-86;5;False;False;False;False;False;False;-Inf;-2147483648;0x
SKYPE___GENERAL___MOS;5;2019-07-16 09:50:34.160000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;2019-07-16 09:51:31.548000;2617707722.45;0;0;10536061.6;33507443.16;196599.8521776851;735918.9219679235;4;2;UNKNOWN;UNKNOWN;6740446;1103;-1;63601;et;-86;5;False;False;False;False;False;False;-Inf;-2147483648;0x
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:51:32.215000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:50:09.974000;148843709.23;0;0;241801.92;3771727.26;2692184.7911859034;10296130.342575055;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:51:36.661000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:50:09.974000;148843709.23;0;0;241801.92;3771727.26;2692184.7911859034;10296130.342575055;5;5;4G;LTE;313346;11203;-1;63601;et;-102;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
SKYPE___GENERAL___MOS;5;2019-07-16 09:50:48.309000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;2019-07-16 09:51:31.548000;2617707722.45;0;0;10536061.6;33507443.16;196599.8521776851;735918.9219679235;4;2;UNKNOWN;UNKNOWN;6740446;1103;-1;63601;et;-86;5;False;False;False;False;False;False;-Inf;-2147483648;0x
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:51:41.444000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:53:09.701000;138661681.44;0;0;926484.82;3108571.28;1347482.4842629223;6158066.367160711;5;5;4G;LTE;287235;11203;-1;63601;et;-100;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:52:10.180000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:52:09.267000;184081103.13;0;0;589599.68;1892667.08;729049.7913694028;1154953.3837955848;4;5;3G;HSPAP;6718019;1103;-1;63601;et;-80;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:52:18.566000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:52:09.267000;184081103.13;0;0;589599.68;1892667.08;729049.7913694028;1154953.3837955848;4;5;3G;HSPAP;6718019;1103;-1;63601;et;-80;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;3;2019-07-16 09:51:50.762000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:53:09.701000;138661681.44;0;0;926484.82;3108571.28;1347482.4842629223;6158066.367160711;5;5;4G;LTE;287235;11203;-1;63601;et;-100;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:52:22.322000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:52:09.267000;184081103.13;0;0;589599.68;1892667.08;729049.7913694028;1154953.3837955848;4;5;3G;HSPAP;6718019;1103;-1;63601;et;-80;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:52:07.551000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:53:09.701000;138661681.44;0;0;926484.82;3108571.28;1347482.4842629223;6158066.367160711;5;5;4G;LTE;287235;11203;-1;63601;et;-100;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:52:26.385000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:52:09.267000;184081103.13;0;0;589599.68;1892667.08;729049.7913694028;1154953.3837955848;4;5;3G;HSPAP;6718019;1103;-1;63601;et;-80;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:52:30.130000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:52:49.361000;164493718.39;0;0;486395.98;1776087.16;1630358.2169243586;135509.793062671;4;4;3G;HSPAP;6719120;1103;-1;63601;et;-80;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:52:19.741000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:53:09.701000;138661681.44;0;0;926484.82;3108571.28;1347482.4842629223;6158066.367160711;5;5;4G;LTE;287235;11203;-1;63601;et;-100;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
SKYPE___GENERAL___MOS;5;2019-07-16 09:51:30.211000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;2019-07-16 09:51:31.548000;2617707722.45;0;0;10536061.6;33507443.16;196599.8521776851;735918.9219679235;4;2;UNKNOWN;UNKNOWN;6740446;1103;-1;63601;et;-86;5;False;False;False;False;False;False;-Inf;-2147483648;0x
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:52:26.857000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:53:09.701000;138661681.44;0;0;926484.82;3108571.28;1347482.4842629223;6158066.367160711;5;5;4G;LTE;287235;11203;-1;63601;et;-100;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
SKYPE___GENERAL___MOS;5;2019-07-16 09:51:37.227000;f72bb842-0915-415d-86a1-f3ef4f0cbbb7;2019-07-16 09:51:31.548000;2617707722.45;0;0;10536061.6;33507443.16;196599.8521776851;735918.9219679235;4;2;UNKNOWN;UNKNOWN;6740446;1103;-1;63601;et;-86;5;False;False;False;False;False;False;-Inf;-2147483648;0x
YOUTUBE___GENERAL___MOS;4;2019-07-16 09:52:34.043000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:53:09.701000;138661681.44;0;0;926484.82;3108571.28;1347482.4842629223;6158066.367160711;5;5;4G;LTE;287235;11203;-1;63601;et;-100;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:53:15.052000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:52:49.361000;164493718.39;0;0;486395.98;1776087.16;1630358.2169243586;135509.793062671;4;4;3G;HSPAP;6719120;1103;-1;63601;et;-80;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:53:12.744000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-16 09:53:13.468000;127070872.39;0;0;319501.44;2181328.04;3570217.6651578024;6446885.626922362;5;4;4G;LTE;287235;11203;-1;63601;et;-104;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-16 09:53:18.297000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-16 09:52:49.361000;164493718.39;0;0;486395.98;1776087.16;1630358.2169243586;135509.793062671;4;4;3G;HSPAP;6719120;1103;-1;63601;et;-80;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
